,dist_code,district,month,sector,investment in cr,number_of_employees
3430,18_1,Nizamabad,01-09-2021,Agro based incl Cold Storages,0.6665,19
3431,18_1,Nizamabad,01-09-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1278,5
3432,18_1,Nizamabad,01-09-2021,Food Processing,2.8147,22
3433,18_1,Nizamabad,01-09-2021,Engineering,0.24,8
3434,18_1,Nizamabad,01-09-2021,Paper and Printing,0.09,2
3435,18_1,Nizamabad,01-10-2021,Engineering,0.05,4
3436,18_1,Nizamabad,01-10-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.275,13
3437,18_1,Nizamabad,01-10-2021,Food Processing,7.1405,62
3438,18_1,Nizamabad,01-11-2021,Wood and Leather,0.13,3
3439,18_1,Nizamabad,01-11-2021,Plastic and Rubber,0.21,17
3440,18_1,Nizamabad,01-11-2021,Pharmaceuticals and Chemicals,1.2,10
3441,18_1,Nizamabad,01-11-2021,Food Processing,1.8563,48
3442,18_1,Nizamabad,01-11-2021,Engineering,0.081,5
3443,18_1,Nizamabad,01-11-2021,Agro based incl Cold Storages,4.17,15
3444,18_1,Nizamabad,01-12-2021,Others,0.12,5
3445,18_1,Nizamabad,01-12-2021,Food Processing,2.0102,55
3446,18_1,Nizamabad,01-12-2021,Engineering,0.18,10
3447,18_1,Nizamabad,01-12-2021,Agro based incl Cold Storages,15.5316,65
3448,18_1,Nizamabad,01-12-2021,Plastic and Rubber,1.382,14
3449,18_1,Nizamabad,01-12-2021,Wood and Leather,0.15,5
3450,18_1,Nizamabad,01-01-2022,Food Processing,1.4,31
3451,18_1,Nizamabad,01-01-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2373,8
3452,18_1,Nizamabad,01-01-2022,Others,0.21,3
3453,18_1,Nizamabad,01-02-2022,Agro based incl Cold Storages,0.045,2
3454,18_1,Nizamabad,01-02-2022,Wood and Leather,0.4,5
3455,18_1,Nizamabad,01-02-2022,Paper and Printing,0.125,5
3456,18_1,Nizamabad,01-02-2022,Food Processing,1.34,15
3457,18_1,Nizamabad,01-02-2022,Engineering,0.11,7
3458,18_1,Nizamabad,01-03-2022,Paper and Printing,0.1,5
3459,18_1,Nizamabad,01-03-2022,Food Processing,1.1992,18
3460,18_1,Nizamabad,01-03-2022,Others,0.32,8
3461,18_1,Nizamabad,01-03-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,2
3462,18_1,Nizamabad,01-03-2022,Agro based incl Cold Storages,5.2425,14
3463,18_1,Nizamabad,01-03-2022,Engineering,0.53,17
3464,18_1,Nizamabad,01-04-2022,Others,2.4,20
3465,18_1,Nizamabad,01-04-2022,Food Processing,2.63,40
3466,18_1,Nizamabad,01-04-2022,Engineering,0.06,2
3467,18_1,Nizamabad,01-04-2022,Agro based incl Cold Storages,0.9,5
3468,18_1,Nizamabad,01-05-2022,Engineering,0.06,2
3469,18_1,Nizamabad,01-05-2022,Food Processing,1.0,11
3470,18_1,Nizamabad,01-05-2022,Wood and Leather,0.14,4
3471,18_1,Nizamabad,01-06-2022,Plastic and Rubber,0.15,5
3472,18_1,Nizamabad,01-06-2022,Pharmaceuticals and Chemicals,0.18,5
3473,18_1,Nizamabad,01-06-2022,Food Processing,1.675,13
3474,18_1,Nizamabad,01-06-2022,Wood and Leather,0.15,5
3475,18_1,Nizamabad,01-06-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10
3476,18_1,Nizamabad,01-07-2022,Engineering,0.04,2
3477,18_1,Nizamabad,01-07-2022,Food Processing,1.51,35
3478,18_1,Nizamabad,01-07-2022,Plastic and Rubber,0.102,12
3479,18_1,Nizamabad,01-08-2022,Food Processing,3.97,44
3480,18_1,Nizamabad,01-08-2022,Others,1.7,10
3481,18_1,Nizamabad,01-08-2022,Engineering,0.2,5
3482,18_1,Nizamabad,01-09-2022,Food Processing,2.908,70
3483,18_1,Nizamabad,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.39,10
3484,18_1,Nizamabad,01-09-2022,Agro based incl Cold Storages,1.92,5
3485,18_1,Nizamabad,01-09-2022,Engineering,0.07,3
3486,18_1,Nizamabad,01-10-2022,Food Processing,3.86,50
3487,18_1,Nizamabad,01-10-2022,Engineering,0.06,2
3488,18_1,Nizamabad,01-10-2022,Others,0.15,5
3489,18_1,Nizamabad,01-10-2022,Plastic and Rubber,0.4,5
3490,18_1,Nizamabad,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.65,5
3491,18_1,Nizamabad,01-11-2022,Engineering,0.25,6
3492,18_1,Nizamabad,01-11-2022,Food Processing,2.12,30
3493,18_1,Nizamabad,01-11-2022,Wood and Leather,0.052,2
3494,18_1,Nizamabad,01-12-2022,Engineering,0.25,10
3495,18_1,Nizamabad,01-12-2022,Others,1.384,10
3496,18_1,Nizamabad,01-12-2022,Food Processing,0.09,1
3497,18_1,Nizamabad,01-01-2023,Engineering,0.14,4
3498,18_1,Nizamabad,01-02-2023,Food Processing,13.99,60
3499,18_1,Nizamabad,01-02-2023,Others,0.9,10
3500,18_1,Nizamabad,01-03-2023,Food Processing,5.9605,40
3501,18_1,Nizamabad,01-03-2023,Engineering,0.45,13
3502,18_1,Nizamabad,01-03-2023,Agro based incl Cold Storages,2.9,14
3503,20_4,Peddapalli,01-04-2019,Engineering,0.08,3
3504,20_4,Peddapalli,01-04-2019,Agro based incl Cold Storages,1.014,8
3505,20_4,Peddapalli,01-05-2019,Granite and Stone Crushing,0.9284,18
3506,20_4,Peddapalli,01-05-2019,Agro based incl Cold Storages,0.6925,19
3507,20_4,Peddapalli,01-05-2019,Beverages,0.1987,4
3508,20_4,Peddapalli,01-05-2019,Engineering,0.055,2
3509,20_4,Peddapalli,01-06-2019,Agro based incl Cold Storages,0.676,4
3510,20_4,Peddapalli,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.21,8
3511,20_4,Peddapalli,01-06-2019,Engineering,0.057,4
3512,20_4,Peddapalli,01-06-2019,Others,316.759,28
3513,20_4,Peddapalli,01-07-2019,Agro based incl Cold Storages,0.13,8
3514,20_4,Peddapalli,01-07-2019,Beverages,0.25,12
3515,20_4,Peddapalli,01-07-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",5.9708,29
3516,20_4,Peddapalli,01-07-2019,Granite and Stone Crushing,1.39,10
3517,20_4,Peddapalli,01-08-2019,Agro based incl Cold Storages,0.19,4
3518,20_4,Peddapalli,01-09-2019,Engineering,0.5,8
3519,20_4,Peddapalli,01-09-2019,Food Processing,0.9,117
3520,20_4,Peddapalli,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,4
3521,20_4,Peddapalli,01-09-2019,Agro based incl Cold Storages,0.3345,20
3522,20_4,Peddapalli,01-10-2019,Agro based incl Cold Storages,1.17,7
3523,20_4,Peddapalli,01-10-2019,Beverages,0.25,4
3524,20_4,Peddapalli,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2948,14
3525,20_4,Peddapalli,01-10-2019,Engineering,0.5,8
3526,20_4,Peddapalli,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,8
3527,20_4,Peddapalli,01-11-2019,Beverages,0.05,2
3528,20_4,Peddapalli,01-11-2019,Food Processing,0.465,43
3529,20_4,Peddapalli,01-12-2019,Plastic and Rubber,0.22,4
3530,20_4,Peddapalli,01-12-2019,Paper and Printing,0.05,2
3531,20_4,Peddapalli,01-12-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",5254.28,450
3532,20_4,Peddapalli,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6575,34
3533,20_4,Peddapalli,01-12-2019,Beverages,0.12,4
3534,20_4,Peddapalli,01-01-2020,Agro based incl Cold Storages,0.4,12
3535,20_4,Peddapalli,01-01-2020,Engineering,0.1043,14
3536,20_4,Peddapalli,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,6
3537,20_4,Peddapalli,01-02-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.7,34
3538,20_4,Peddapalli,01-02-2020,Engineering,0.13,4
3539,20_4,Peddapalli,01-02-2020,Textiles,0.23,4
3540,20_4,Peddapalli,01-02-2020,Wood and Leather,0.12,4
3541,20_4,Peddapalli,01-02-2020,Agro based incl Cold Storages,0.04,2
3542,20_4,Peddapalli,01-02-2020,Beverages,0.13,6
3543,20_4,Peddapalli,01-03-2020,Beverages,0.05,2
3544,20_4,Peddapalli,01-03-2020,Agro based incl Cold Storages,0.78,5
3545,20_4,Peddapalli,01-03-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.352,51
3546,20_4,Peddapalli,01-04-2020,Engineering,0.2,4
3547,20_4,Peddapalli,01-04-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4
3548,20_4,Peddapalli,01-05-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4
3549,20_4,Peddapalli,01-05-2020,Engineering,0.32,6
3550,20_4,Peddapalli,01-06-2020,Food Processing,0.7548,10
3551,20_4,Peddapalli,01-06-2020,Engineering,0.1,2
3552,20_4,Peddapalli,01-06-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.9225,40
3553,20_4,Peddapalli,01-06-2020,Beverages,0.09,4
3554,20_4,Peddapalli,01-06-2020,Agro based incl Cold Storages,0.295,14
3555,20_4,Peddapalli,01-07-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3325,14
3556,20_4,Peddapalli,01-07-2020,Agro based incl Cold Storages,0.2,4
3557,20_4,Peddapalli,01-07-2020,Granite and Stone Crushing,0.7,12
3558,20_4,Peddapalli,01-08-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6325,26
3559,20_4,Peddapalli,01-08-2020,Engineering,0.32,6
3560,20_4,Peddapalli,01-08-2020,Food Processing,0.7463,20
3561,20_4,Peddapalli,01-08-2020,Agro based incl Cold Storages,0.4305,9
3562,20_4,Peddapalli,01-09-2020,Pharmaceuticals and Chemicals,0.1,12
3563,20_4,Peddapalli,01-09-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.375,22
3564,20_4,Peddapalli,01-09-2020,Beverages,0.27,6
3565,20_4,Peddapalli,01-09-2020,Agro based incl Cold Storages,0.2,10
3566,20_4,Peddapalli,01-09-2020,Food Processing,0.025,3
3567,20_4,Peddapalli,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4221,32
3568,20_4,Peddapalli,01-10-2020,Agro based incl Cold Storages,0.38,20
3569,20_4,Peddapalli,01-10-2020,Engineering,0.17,6
3570,20_4,Peddapalli,01-10-2020,Others,1.55,30
3571,20_4,Peddapalli,01-10-2020,Textiles,0.23,25
3572,20_4,Peddapalli,01-10-2020,Food Processing,1.926,60
3573,20_4,Peddapalli,01-11-2020,Agro based incl Cold Storages,0.4,10
3574,20_4,Peddapalli,01-11-2020,Others,2.79,60
3575,20_4,Peddapalli,01-11-2020,Granite and Stone Crushing,0.2425,10
3576,20_4,Peddapalli,01-11-2020,Food Processing,0.4,8
3577,20_4,Peddapalli,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,8
3578,20_4,Peddapalli,01-12-2020,Agro based incl Cold Storages,0.065,3
3579,20_4,Peddapalli,01-12-2020,Beverages,0.26,10
3580,20_4,Peddapalli,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.826,35
3581,20_4,Peddapalli,01-12-2020,Engineering,0.28,9
3582,20_4,Peddapalli,01-12-2020,Granite and Stone Crushing,0.235,10
3583,20_4,Peddapalli,01-01-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6,12
3584,20_4,Peddapalli,01-01-2021,Engineering,0.05,4
3585,20_4,Peddapalli,01-01-2021,Food Processing,1.0706,14
3586,20_4,Peddapalli,01-02-2021,Food Processing,5.1505,55
3587,20_4,Peddapalli,01-02-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.305,16
3588,20_4,Peddapalli,01-02-2021,Agro based incl Cold Storages,0.35,8
3589,20_4,Peddapalli,01-03-2021,Agro based incl Cold Storages,0.5584,16
3590,20_4,Peddapalli,01-03-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.32,8
3591,20_4,Peddapalli,01-03-2021,Engineering,0.1319,5
3592,20_4,Peddapalli,01-03-2021,Food Processing,2.0649,53
3593,20_4,Peddapalli,01-04-2021,Agro based incl Cold Storages,0.25,10
3594,20_4,Peddapalli,01-04-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.559,26
3595,20_4,Peddapalli,01-04-2021,Engineering,0.28,11
3596,20_4,Peddapalli,01-04-2021,Food Processing,4.9072,51
3597,20_4,Peddapalli,01-05-2021,Agro based incl Cold Storages,0.14,2
3598,20_4,Peddapalli,01-05-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.33,20
3599,20_4,Peddapalli,01-06-2021,Food Processing,5.7305,63
3600,20_4,Peddapalli,01-06-2021,Engineering,0.09,2
3601,20_4,Peddapalli,01-06-2021,Agro based incl Cold Storages,0.245,8
3602,20_4,Peddapalli,01-07-2021,Pharmaceuticals and Chemicals,4.7016,30
3603,20_4,Peddapalli,01-07-2021,Food Processing,0.965,24
3604,20_4,Peddapalli,01-07-2021,Agro based incl Cold Storages,0.18,5
3605,20_4,Peddapalli,01-08-2021,Plastic and Rubber,0.05,4
3606,20_4,Peddapalli,01-08-2021,Agro based incl Cold Storages,0.13,4
3607,20_4,Peddapalli,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.43,19
3608,20_4,Peddapalli,01-08-2021,Engineering,0.21,6
3609,20_4,Peddapalli,01-08-2021,Food Processing,3.3227,42
3610,20_4,Peddapalli,01-09-2021,Food Processing,0.359,27
3611,20_4,Peddapalli,01-09-2021,Engineering,0.05,6
3612,20_4,Peddapalli,01-09-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,6
3613,20_4,Peddapalli,01-09-2021,Beverages,0.12,4
3614,20_4,Peddapalli,01-09-2021,Agro based incl Cold Storages,0.2,4
3615,20_4,Peddapalli,01-10-2021,Food Processing,0.475,43
3616,20_4,Peddapalli,01-10-2021,Engineering,0.12,2
3617,20_4,Peddapalli,01-10-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,4
3618,20_4,Peddapalli,01-11-2021,Food Processing,2.4565,55
3619,20_4,Peddapalli,01-11-2021,Engineering,0.22,8
3620,20_4,Peddapalli,01-11-2021,Beverages,0.22,4
3621,20_4,Peddapalli,01-12-2021,Others,0.45,12
3622,20_4,Peddapalli,01-12-2021,Engineering,0.09,2
3623,20_4,Peddapalli,01-02-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,3
3624,20_4,Peddapalli,01-02-2022,Engineering,0.09,5
3625,20_4,Peddapalli,01-02-2022,Food Processing,2.115,50
3626,20_4,Peddapalli,01-02-2022,Paper and Printing,35.0,100
3627,20_4,Peddapalli,01-03-2022,Beverages,0.04,2
3628,20_4,Peddapalli,01-03-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.73,22
3629,20_4,Peddapalli,01-03-2022,Food Processing,0.2,4
3630,20_4,Peddapalli,01-03-2022,Granite and Stone Crushing,0.225,8
3631,20_4,Peddapalli,01-04-2022,Beverages,0.5,12
3632,20_4,Peddapalli,01-05-2022,Food Processing,0.33,7
3633,20_4,Peddapalli,01-05-2022,Engineering,0.05,2
3634,20_4,Peddapalli,01-05-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5682,24
3635,20_4,Peddapalli,01-06-2022,Plastic and Rubber,0.25,4
3636,20_4,Peddapalli,01-06-2022,Pharmaceuticals and Chemicals,0.19,15
3637,20_4,Peddapalli,01-06-2022,Others,1.23,10
3638,20_4,Peddapalli,01-06-2022,Food Processing,0.26,2
3639,20_4,Peddapalli,01-07-2022,Engineering,0.21,5
3640,20_4,Peddapalli,01-07-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,20
3641,20_4,Peddapalli,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.22,6
3642,20_4,Peddapalli,01-09-2022,Beverages,0.1,5
3643,20_4,Peddapalli,01-09-2022,Food Processing,0.615,3
3644,20_4,Peddapalli,01-09-2022,Granite and Stone Crushing,1.1,10
3645,20_4,Peddapalli,01-10-2022,Food Processing,1.315,23
3646,20_4,Peddapalli,01-10-2022,Pharmaceuticals and Chemicals,0.6,15
3647,20_4,Peddapalli,01-10-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.31,12
3648,20_4,Peddapalli,01-11-2022,Food Processing,1.35,24
3649,20_4,Peddapalli,01-11-2022,Pharmaceuticals and Chemicals,0.19,10
3650,20_4,Peddapalli,01-12-2022,Engineering,0.5,15
3651,20_4,Peddapalli,01-12-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.425,20
3652,20_4,Peddapalli,01-12-2022,Food Processing,0.9,24
3653,20_4,Peddapalli,01-12-2022,Others,0.95,20
3654,20_4,Peddapalli,01-12-2022,Wood and Leather,0.12,5
3655,20_4,Peddapalli,01-12-2022,Beverages,0.2,2
3656,20_4,Peddapalli,01-01-2023,Food Processing,2.6394,35
3657,20_4,Peddapalli,01-01-2023,Wood and Leather,0.2,4
3658,20_4,Peddapalli,01-01-2023,Engineering,0.2,2
3659,20_4,Peddapalli,01-02-2023,Food Processing,1.0,24
3660,20_4,Peddapalli,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,6
3661,20_4,Peddapalli,01-02-2023,Beverages,0.18,4
3662,20_4,Peddapalli,01-03-2023,Agro based incl Cold Storages,0.8,16
3663,20_4,Peddapalli,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.36,16
3664,20_4,Peddapalli,01-03-2023,Engineering,0.12,3
3665,20_4,Peddapalli,01-03-2023,Food Processing,0.7509,9
3666,20_4,Peddapalli,01-03-2023,Others,7.75,10
3667,20_3,Rajanna Sircilla,01-04-2019,Wood and Leather,0.2,8
3668,20_3,Rajanna Sircilla,01-04-2019,Textiles,0.2675,27
3669,20_3,Rajanna Sircilla,01-04-2019,Plastic and Rubber,0.15,4
3670,20_3,Rajanna Sircilla,01-04-2019,Paper and Printing,0.2,10
3671,20_3,Rajanna Sircilla,01-04-2019,Food Processing,2.02,12
3672,20_3,Rajanna Sircilla,01-04-2019,Engineering,0.155,6
3673,20_3,Rajanna Sircilla,01-04-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.62,28
3674,20_3,Rajanna Sircilla,01-04-2019,Agro based incl Cold Storages,0.56,24
3675,20_3,Rajanna Sircilla,01-05-2019,Textiles,0.46,23
3676,20_3,Rajanna Sircilla,01-05-2019,Granite and Stone Crushing,1.25,46
3677,20_3,Rajanna Sircilla,01-05-2019,Food Processing,0.14,5
3678,20_3,Rajanna Sircilla,01-05-2019,Agro based incl Cold Storages,0.44,18
3679,20_3,Rajanna Sircilla,01-05-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.21,8
3680,20_3,Rajanna Sircilla,01-06-2019,Textiles,0.25,10
3681,20_3,Rajanna Sircilla,01-06-2019,Engineering,0.31,10
3682,20_3,Rajanna Sircilla,01-06-2019,Agro based incl Cold Storages,0.695,28
3683,20_3,Rajanna Sircilla,01-07-2019,Wood and Leather,0.085,12
3684,20_3,Rajanna Sircilla,01-07-2019,Textiles,0.815,60
3685,20_3,Rajanna Sircilla,01-07-2019,Plastic and Rubber,0.25,12
3686,20_3,Rajanna Sircilla,01-07-2019,Pharmaceuticals and Chemicals,0.25,12
3687,20_3,Rajanna Sircilla,01-07-2019,Food Processing,2.9784,18
3688,20_3,Rajanna Sircilla,01-07-2019,Engineering,0.15,8
3689,20_3,Rajanna Sircilla,01-07-2019,Agro based incl Cold Storages,1.705,68
3690,20_3,Rajanna Sircilla,01-08-2019,Pharmaceuticals and Chemicals,0.25,12
3691,20_3,Rajanna Sircilla,01-08-2019,Agro based incl Cold Storages,0.75,42
3692,20_3,Rajanna Sircilla,01-08-2019,Food Processing,0.1075,15
3693,20_3,Rajanna Sircilla,01-08-2019,Textiles,0.25,15
3694,20_3,Rajanna Sircilla,01-08-2019,Granite and Stone Crushing,0.24,12
3695,20_3,Rajanna Sircilla,01-09-2019,Engineering,0.25,20
3696,20_3,Rajanna Sircilla,01-09-2019,Food Processing,1.224,181
3697,20_3,Rajanna Sircilla,01-09-2019,Textiles,0.75,45
3698,20_3,Rajanna Sircilla,01-09-2019,Agro based incl Cold Storages,0.985,57
3699,20_3,Rajanna Sircilla,01-10-2019,Agro based incl Cold Storages,0.4315,16
3700,20_3,Rajanna Sircilla,01-10-2019,Textiles,0.2425,10
3701,20_3,Rajanna Sircilla,01-10-2019,Food Processing,0.55,45
3702,20_3,Rajanna Sircilla,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3925,27
3703,20_3,Rajanna Sircilla,01-11-2019,Agro based incl Cold Storages,0.729,39
3704,20_3,Rajanna Sircilla,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.245,12
3705,20_3,Rajanna Sircilla,01-11-2019,Engineering,0.235,8
3706,20_3,Rajanna Sircilla,01-11-2019,Granite and Stone Crushing,1.2425,10
3707,20_3,Rajanna Sircilla,01-11-2019,Pharmaceuticals and Chemicals,0.4875,27
3708,20_3,Rajanna Sircilla,01-11-2019,Textiles,0.8675,38
3709,20_3,Rajanna Sircilla,01-11-2019,Wood and Leather,0.575,32
3710,20_3,Rajanna Sircilla,01-11-2019,Food Processing,0.3475,35
3711,20_3,Rajanna Sircilla,01-12-2019,Textiles,1.425,90
3712,20_3,Rajanna Sircilla,01-12-2019,Pharmaceuticals and Chemicals,0.4885,30
3713,20_3,Rajanna Sircilla,01-12-2019,Granite and Stone Crushing,0.47,35
3714,20_3,Rajanna Sircilla,01-12-2019,Engineering,0.25,20
3715,20_3,Rajanna Sircilla,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4725,25
3716,20_3,Rajanna Sircilla,01-12-2019,Agro based incl Cold Storages,0.954,51
3717,20_3,Rajanna Sircilla,01-01-2020,Beverages,0.2,15
3718,20_3,Rajanna Sircilla,01-01-2020,Engineering,2.26,30
3719,20_3,Rajanna Sircilla,01-01-2020,Paper and Printing,0.2475,20
3720,20_3,Rajanna Sircilla,01-01-2020,Textiles,0.5675,35
3721,20_3,Rajanna Sircilla,01-02-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.125,15
3722,20_3,Rajanna Sircilla,01-02-2020,Food Processing,0.485,35
3723,20_3,Rajanna Sircilla,01-02-2020,Granite and Stone Crushing,0.5,40
3724,20_3,Rajanna Sircilla,01-02-2020,Textiles,0.1925,10
3725,20_3,Rajanna Sircilla,01-02-2020,Agro based incl Cold Storages,0.25,15
3726,20_3,Rajanna Sircilla,01-02-2020,Wood and Leather,0.245,10
3727,20_3,Rajanna Sircilla,01-03-2020,Beverages,0.1825,12
3728,20_3,Rajanna Sircilla,01-03-2020,Agro based incl Cold Storages,0.4625,27
3729,20_3,Rajanna Sircilla,01-03-2020,Food Processing,0.25,18
3730,20_3,Rajanna Sircilla,01-03-2020,Engineering,0.57,30
3731,20_3,Rajanna Sircilla,01-04-2020,Agro based incl Cold Storages,0.2225,8
3732,20_3,Rajanna Sircilla,01-04-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2025,15
3733,20_3,Rajanna Sircilla,01-04-2020,Engineering,0.1825,10
3734,20_3,Rajanna Sircilla,01-07-2020,Others,0.1825,12
3735,20_3,Rajanna Sircilla,01-07-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.7775,40
3736,20_3,Rajanna Sircilla,01-07-2020,Engineering,0.63,32
3737,20_3,Rajanna Sircilla,01-07-2020,Food Processing,0.7775,37
3738,20_3,Rajanna Sircilla,01-07-2020,Agro based incl Cold Storages,1.769,98
3739,20_3,Rajanna Sircilla,01-07-2020,Textiles,0.1,8
3740,20_3,Rajanna Sircilla,01-08-2020,Food Processing,2.0216,85
3741,20_3,Rajanna Sircilla,01-08-2020,Granite and Stone Crushing,0.25,15
3742,20_3,Rajanna Sircilla,01-08-2020,Paper and Printing,0.235,15
3743,20_3,Rajanna Sircilla,01-08-2020,Textiles,0.735,18
3744,20_3,Rajanna Sircilla,01-08-2020,Wood and Leather,0.1525,10
3745,20_3,Rajanna Sircilla,01-08-2020,Agro based incl Cold Storages,1.0305,59
3746,20_3,Rajanna Sircilla,01-08-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.145,12
3747,20_3,Rajanna Sircilla,01-08-2020,Engineering,0.1325,8
3748,20_3,Rajanna Sircilla,01-09-2020,Agro based incl Cold Storages,0.8031,42
3749,20_3,Rajanna Sircilla,01-09-2020,Engineering,0.295,16
3750,20_3,Rajanna Sircilla,01-09-2020,Food Processing,1.255,34
3751,20_3,Rajanna Sircilla,01-09-2020,Paper and Printing,0.16,10
3752,20_3,Rajanna Sircilla,01-10-2020,Food Processing,4.011,51
3753,20_3,Rajanna Sircilla,01-10-2020,Engineering,0.12,6
3754,20_3,Rajanna Sircilla,01-10-2020,Agro based incl Cold Storages,0.4537,16
3755,20_3,Rajanna Sircilla,01-11-2020,Agro based incl Cold Storages,0.5805,24
3756,20_3,Rajanna Sircilla,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4225,16
3757,20_3,Rajanna Sircilla,01-11-2020,Engineering,0.1175,8
3758,20_3,Rajanna Sircilla,01-11-2020,Granite and Stone Crushing,0.2475,12
3759,20_3,Rajanna Sircilla,01-11-2020,Wood and Leather,0.2425,10
3760,20_3,Rajanna Sircilla,01-11-2020,Textiles,1.46,64
3761,20_3,Rajanna Sircilla,01-11-2020,Food Processing,0.71,30
3762,20_3,Rajanna Sircilla,01-12-2020,Wood and Leather,0.1697,8
